Time Serie,,,EU/US,EU change %,EU c change %,,,UK/US,UK change %,UK c change %,,,INDIA/US,INDIAchange %,INDIA c change %,,,SRLNK/US,SRLNK change %,SRLNK c change %
10/2/00,,,1.1356,0.35%,14.77%,,,0.6814,0.75%,10.58%,,,46.1,0.09%,5.74%,,,79.2,0.00%,9.27%
10/3/00,,,1.144,0.74%,15.51%,,,0.6866,0.76%,11.34%,,,46.18,0.17%,5.92%,,,79.25,0.06%,9.34%
10/4/00,,,1.146,0.17%,15.68%,,,0.6869,0.04%,11.38%,,,46.17,-0.02%,5.90%,,,79.45,0.25%,9.59%
10/5/00,,,1.1514,0.47%,16.15%,,,0.6896,0.39%,11.78%,,,46.17,0.00%,5.90%,,,79.15,-0.38%,9.21%
10/6/00,,,1.1521,0.06%,16.21%,,,0.6923,0.39%,12.17%,,,46.17,0.00%,5.90%,,,79.2,0.06%,9.27%
10/10/00,,,1.1518,-0.03%,16.19%,,,0.6904,-0.27%,11.89%,,,46.25,0.17%,6.07%,,,79.1,-0.13%,9.15%
10/11/00,,,1.1474,-0.38%,15.81%,,,0.684,-0.93%,10.97%,,,46.35,0.22%,6.28%,,,79.2,0.13%,9.27%
10/12/00,,,1.1569,0.83%,16.63%,,,0.6787,-0.77%,10.19%,,,46.3,-0.11%,6.18%,,,79.25,0.06%,9.34%
10/13/00,,,1.1671,0.88%,17.52%,,,0.6851,0.94%,11.14%,,,46.45,0.32%,6.50%,,,79.35,0.13%,9.46%
10/16/00,,,1.178,0.93%,18.45%,,,0.6918,0.98%,12.11%,,,46.4,-0.11%,6.39%,,,79.35,0.00%,9.46%
10/17/00,,,1.1755,-0.21%,18.24%,,,0.6932,0.20%,12.32%,,,46.35,-0.11%,6.29%,,,79.35,0.00%,9.46%
10/18/00,,,1.1918,1.39%,19.62%,,,0.6914,-0.26%,12.06%,,,46.45,0.22%,6.50%,,,79.25,-0.13%,9.34%
10/19/00,,,1.1896,-0.18%,19.44%,,,0.6934,0.29%,12.35%,,,46.4,-0.11%,6.39%,,,79.25,0.00%,9.34%
10/20/00,,,1.1905,0.08%,19.51%,,,0.6921,-0.19%,12.16%,,,46.4,0.00%,6.39%,,,79.35,0.13%,9.46%
10/23/00,,,1.1956,0.43%,19.94%,,,0.6873,-0.69%,11.47%,,,46.45,0.11%,6.50%,,,79.25,-0.13%,9.34%
10/24/00,,,1.1956,0.00%,19.94%,,,0.6901,0.41%,11.87%,,,46.48,0.07%,6.57%,,,79.25,0.00%,9.34%
10/25/00,,,1.2092,1.14%,21.08%,,,0.6976,1.09%,12.96%,,,46.7,0.47%,7.04%,,,79.2,-0.06%,9.27%
10/26/00,,,1.209,-0.02%,21.06%,,,0.6987,0.16%,13.12%,,,46.7,0.00%,7.04%,,,79.4,0.25%,9.53%
10/27/00,,,1.1896,-1.60%,19.46%,,,0.6888,-1.42%,11.70%,,,46.78,0.17%,7.21%,,,79.35,-0.06%,9.46%
10/30/00,,,1.186,-0.30%,19.16%,,,0.6882,-0.09%,11.61%,,,46.78,0.00%,7.21%,,,79.5,0.19%,9.65%
10/31/00,,,1.1784,-0.64%,18.52%,,,0.6894,0.17%,11.79%,,,46.9,0.26%,7.47%,,,79.46,-0.05%,9.60%
11/1/00,,,1.165,-1.14%,17.38%,,,0.6919,0.36%,12.15%,,,46.82,-0.17%,7.30%,,,79.1,-0.45%,9.15%
11/2/00,,,1.1636,-0.12%,17.26%,,,0.6925,0.09%,12.24%,,,46.85,0.06%,7.36%,,,79.15,0.06%,9.21%
11/3/00,,,1.1609,-0.23%,17.03%,,,0.6904,-0.30%,11.93%,,,46.7,-0.32%,7.04%,,,79.2,0.06%,9.28%
11/6/00,,,1.165,0.35%,17.38%,,,0.6983,1.14%,13.08%,,,46.64,-0.13%,6.91%,,,80.06,1.09%,10.36%
11/7/00,,,1.1651,0.01%,17.39%,,,0.6988,0.07%,13.15%,,,46.7,0.13%,7.04%,,,80.38,0.40%,10.76%
11/8/00,,,1.1684,0.28%,17.67%,,,0.7024,0.52%,13.66%,,,46.72,0.04%,7.08%,,,80.2,-0.22%,10.54%
11/9/00,,,1.1663,-0.18%,17.49%,,,0.7021,-0.04%,13.62%,,,46.75,0.06%,7.15%,,,79.9,-0.37%,10.16%
11/10/00,,,1.1594,-0.59%,16.90%,,,0.6991,-0.43%,13.19%,,,46.78,0.06%,7.21%,,,80,0.13%,10.29%
11/13/00,,,1.1618,0.21%,17.11%,,,0.695,-0.59%,12.61%,,,46.77,-0.02%,7.19%,,,80.4,0.50%,10.79%
11/14/00,,,1.1665,0.40%,17.51%,,,0.699,0.58%,13.18%,,,46.85,0.17%,7.36%,,,80.4,0.00%,10.79%
11/15/00,,,1.1669,0.03%,17.55%,,,0.7014,0.34%,13.53%,,,46.83,-0.04%,7.32%,,,80.4,0.00%,10.79%
11/16/00,,,1.1721,0.45%,17.99%,,,0.7028,0.20%,13.73%,,,46.85,0.04%,7.36%,,,80.1,-0.37%,10.41%
11/17/00,,,1.1743,0.19%,18.18%,,,0.7027,-0.01%,13.71%,,,46.82,-0.06%,7.30%,,,80.6,0.62%,11.04%
11/20/00,,,1.1784,0.35%,18.53%,,,0.7031,0.06%,13.77%,,,46.9,0.17%,7.47%,,,80.7,0.12%,11.16%
11/21/00,,,1.1823,0.33%,18.86%,,,0.7062,0.44%,14.21%,,,46.85,-0.11%,7.36%,,,80.9,0.25%,11.41%
11/22/00,,,1.1872,0.41%,19.27%,,,0.7104,0.59%,14.80%,,,46.86,0.02%,7.38%,,,81,0.12%,11.53%
11/24/00,,,1.193,0.49%,19.76%,,,0.7144,0.56%,15.37%,,,46.91,0.11%,7.49%,,,81,0.00%,11.53%
11/27/00,,,1.1765,-1.38%,18.38%,,,0.7065,-1.11%,14.26%,,,46.9,-0.02%,7.47%,,,81,0.00%,11.53%
11/28/00,,,1.17,-0.55%,17.83%,,,0.7051,-0.20%,14.06%,,,46.93,0.06%,7.53%,,,81.1,0.12%,11.66%
11/29/00,,,1.1659,-0.35%,17.48%,,,0.7038,-0.18%,13.88%,,,46.95,0.04%,7.57%,,,81.2,0.12%,11.78%
11/30/00,,,1.1502,-1.35%,16.13%,,,0.7037,-0.01%,13.87%,,,46.87,-0.17%,7.40%,,,81.2,0.00%,11.78%
12/1/00,,,1.1409,-0.81%,15.32%,,,0.6957,-1.14%,12.73%,,,46.89,0.04%,7.45%,,,81.1,-0.12%,11.66%
12/4/00,,,1.1268,-1.24%,14.09%,,,0.6886,-1.02%,11.71%,,,46.88,-0.02%,7.43%,,,81.1,0.00%,11.66%
12/5/00,,,1.1358,0.80%,14.88%,,,0.694,0.78%,12.49%,,,46.8,-0.17%,7.26%,,,81.1,0.00%,11.66%
12/6/00,,,1.1265,-0.82%,14.07%,,,0.6961,0.30%,12.79%,,,46.78,-0.04%,7.21%,,,81.2,0.12%,11.78%
12/7/00,,,1.1247,-0.16%,13.91%,,,0.6944,-0.24%,12.55%,,,46.8,0.04%,7.26%,,,81.2,0.00%,11.78%
12/8/00,,,1.1315,0.60%,14.51%,,,0.6924,-0.29%,12.26%,,,46.8,0.00%,7.26%,,,81.1,-0.12%,11.66%
12/11/00,,,1.1401,0.76%,15.27%,,,0.6871,-0.77%,11.50%,,,46.78,-0.04%,7.21%,,,82.1,1.23%,12.89%
12/12/00,,,1.1396,-0.04%,15.23%,,,0.6906,0.51%,12.01%,,,46.78,0.00%,7.21%,,,82.1,0.00%,12.89%
12/13/00,,,1.1422,0.23%,15.45%,,,0.6892,-0.20%,11.80%,,,46.8,0.04%,7.26%,,,82.2,0.12%,13.01%
12/14/00,,,1.1289,-1.16%,14.29%,,,0.6819,-1.06%,10.74%,,,46.8,0.00%,7.26%,,,82.25,0.06%,13.07%
12/15/00,,,1.1135,-1.36%,12.93%,,,0.6774,-0.66%,10.08%,,,46.8,0.00%,7.26%,,,82.35,0.12%,13.20%
12/18/00,,,1.1199,0.57%,13.50%,,,0.6813,0.58%,10.66%,,,46.79,-0.02%,7.23%,,,82.35,0.00%,13.20%
12/19/00,,,1.1233,0.30%,13.80%,,,0.684,0.40%,11.06%,,,46.75,-0.09%,7.15%,,,82.7,0.43%,13.62%
12/20/00,,,1.104,-1.72%,12.09%,,,0.6786,-0.79%,10.27%,,,46.75,0.00%,7.15%,,,82.8,0.12%,13.74%
12/21/00,,,1.0975,-0.59%,11.50%,,,0.6799,0.19%,10.46%,,,46.74,-0.02%,7.13%,,,82.7,-0.12%,13.62%
12/22/00,,,1.0834,-1.28%,10.21%,,,0.6765,-0.50%,9.96%,,,46.77,0.06%,7.19%,,,82.2,-0.60%,13.02%
12/26/00,,,1.0762,-0.66%,9.55%,,,0.6757,-0.12%,9.84%,,,46.75,-0.04%,7.15%,,,82.4,0.24%,13.26%
12/27/00,,,1.0748,-0.13%,9.42%,,,0.6706,-0.75%,9.09%,,,46.73,-0.04%,7.11%,,,82.45,0.06%,13.32%
12/28/00,,,1.0803,0.51%,9.93%,,,0.6708,0.03%,9.12%,,,46.75,0.04%,7.15%,,,82.45,0.00%,13.32%
12/29/00,,,1.0652,-1.40%,8.53%,,,0.6687,-0.31%,8.80%,,,46.75,0.00%,7.15%,,,82.75,0.36%,13.68%
1/2/01,,,1.0565,-0.82%,7.72%,,,0.6677,-0.15%,8.65%,,,46.74,-0.02%,7.13%,,,82.6,-0.18%,13.50%
1/3/01,,,1.0556,-0.09%,7.63%,,,0.6647,-0.45%,8.20%,,,46.75,0.02%,7.15%,,,82.7,0.12%,13.62%
1/4/01,,,1.0584,0.27%,7.90%,,,0.6698,0.77%,8.97%,,,46.78,0.06%,7.21%,,,82.75,0.06%,13.68%
1/5/01,,,1.0488,-0.91%,6.99%,,,0.6671,-0.40%,8.57%,,,46.76,-0.04%,7.17%,,,83.15,0.48%,14.17%
1/8/01,,,1.0542,0.51%,7.50%,,,0.668,0.13%,8.70%,,,46.73,-0.06%,7.11%,,,82.95,-0.24%,13.93%
1/9/01,,,1.0642,0.95%,8.45%,,,0.6711,0.46%,9.17%,,,46.68,-0.11%,7.00%,,,82.9,-0.06%,13.87%
1/10/01,,,1.0653,0.10%,8.56%,,,0.6707,-0.06%,9.11%,,,46.68,0.00%,7.00%,,,83,0.12%,13.99%
1/11/01,,,1.0504,-1.40%,7.16%,,,0.6682,-0.37%,8.73%,,,46.68,0.00%,7.00%,,,83.42,0.51%,14.49%
1/12/01,,,1.0542,0.36%,7.52%,,,0.6767,1.27%,10.01%,,,47.47,1.69%,8.69%,,,85,1.89%,16.39%
1/16/01,,,1.0668,1.20%,8.71%,,,0.6814,0.69%,10.70%,,,46.55,-1.94%,6.75%,,,84.99,-0.01%,16.38%
1/17/01,,,1.0746,0.73%,9.44%,,,0.6792,-0.32%,10.38%,,,46.48,-0.15%,6.60%,,,84.99,0.00%,16.38%
1/18/01,,,1.0586,-1.49%,7.96%,,,0.6777,-0.22%,10.16%,,,46.45,-0.07%,6.54%,,,85.1,0.13%,16.51%
1/19/01,,,1.068,0.89%,8.84%,,,0.6811,0.50%,10.66%,,,46.43,-0.04%,6.49%,,,85.1,0.00%,16.51%
1/22/01,,,1.0668,-0.11%,8.73%,,,0.6826,0.22%,10.88%,,,46.43,0.00%,6.49%,,,85.2,0.12%,16.62%
1/23/01,,,1.0651,-0.16%,8.57%,,,0.6796,-0.44%,10.44%,,,46.39,-0.09%,6.41%,,,85.35,0.18%,16.80%
1/24/01,,,1.0801,1.41%,9.98%,,,0.6842,0.68%,11.12%,,,46.42,0.07%,6.47%,,,91,6.62%,23.42%
1/25/01,,,1.0847,0.43%,10.41%,,,0.6847,0.07%,11.19%,,,46.54,0.26%,6.73%,,,93,2.20%,25.62%
1/26/01,,,1.0854,0.06%,10.47%,,,0.6854,0.10%,11.29%,,,46.53,-0.02%,6.71%,,,89.9,-3.33%,22.28%
1/29/01,,,1.0892,0.35%,10.82%,,,0.6863,0.13%,11.42%,,,46.5,-0.06%,6.65%,,,89.5,-0.44%,21.84%
1/30/01,,,1.0794,-0.90%,9.92%,,,0.6842,-0.31%,11.12%,,,46.46,-0.09%,6.56%,,,89.9,0.45%,22.29%
1/31/01,,,1.0743,-0.47%,9.45%,,,0.6843,0.01%,11.13%,,,46.44,-0.04%,6.52%,,,90,0.11%,22.40%
2/1/01,,,1.0656,-0.81%,8.64%,,,0.6768,-1.10%,10.04%,,,46.41,-0.07%,6.45%,,,90.4,0.44%,22.84%
2/2/01,,,1.0687,0.29%,8.93%,,,0.6806,0.56%,10.60%,,,46.44,0.07%,6.52%,,,88.5,-2.10%,20.74%
2/5/01,,,1.0644,-0.40%,8.53%,,,0.678,-0.38%,10.22%,,,46.43,-0.02%,6.50%,,,88.5,0.00%,20.74%
2/6/01,,,1.0748,0.98%,9.50%,,,0.6856,1.12%,11.34%,,,46.42,-0.02%,6.47%,,,87.3,-1.36%,19.38%
2/7/01,,,1.0717,-0.29%,9.22%,,,0.6834,-0.32%,11.02%,,,46.46,0.09%,6.56%,,,87.5,0.23%,19.61%
2/8/01,,,1.0889,1.60%,10.82%,,,0.6925,1.33%,12.35%,,,46.46,0.00%,6.56%,,,87.5,0.00%,19.61%
2/9/01,,,1.0791,-0.90%,9.92%,,,0.6901,-0.35%,12.00%,,,46.54,0.17%,6.73%,,,86.9,-0.69%,18.93%
2/12/01,,,1.0768,-0.21%,9.71%,,,0.689,-0.16%,11.84%,,,46.56,0.04%,6.78%,,,86.6,-0.35%,18.58%
2/13/01,,,1.0865,0.90%,10.61%,,,0.6892,0.03%,11.87%,,,46.6,0.09%,6.86%,,,87.5,1.04%,19.62%
2/14/01,,,1.0873,0.07%,10.68%,,,0.686,-0.46%,11.41%,,,46.65,0.11%,6.97%,,,87,-0.57%,19.05%
2/15/01,,,1.1041,1.55%,12.23%,,,0.6901,0.60%,12.00%,,,46.63,-0.04%,6.93%,,,85.9,-1.26%,17.78%
2/16/01,,,1.0915,-1.14%,11.09%,,,0.6894,-0.10%,11.90%,,,46.55,-0.17%,6.75%,,,87,1.28%,19.07%
2/20/01,,,1.0994,0.72%,11.81%,,,0.6927,0.48%,12.38%,,,46.66,0.24%,6.99%,,,85.4,-1.84%,17.23%
2/21/01,,,1.1017,0.21%,12.02%,,,0.6952,0.36%,12.74%,,,46.65,-0.02%,6.97%,,,85.5,0.12%,17.34%
2/22/01,,,1.1027,0.09%,12.11%,,,0.6922,-0.43%,12.31%,,,46.63,-0.04%,6.93%,,,87,1.75%,19.10%
2/23/01,,,1.0995,-0.29%,11.82%,,,0.6911,-0.16%,12.15%,,,46.65,0.04%,6.97%,,,87,0.00%,19.10%
2/26/01,,,1.0997,0.02%,11.84%,,,0.6925,0.20%,12.35%,,,46.66,0.02%,6.99%,,,86.08,-1.06%,18.04%
2/27/01,,,1.0955,-0.38%,11.46%,,,0.6942,0.25%,12.60%,,,46.68,0.04%,7.03%,,,87,1.07%,19.11%
2/28/01,,,1.0855,-0.91%,10.54%,,,0.6929,-0.19%,12.41%,,,46.59,-0.19%,6.84%,,,87,0.00%,19.11%
3/1/01,,,1.0763,-0.85%,9.70%,,,0.6871,-0.84%,11.57%,,,46.59,0.00%,6.84%,,,87,0.00%,19.11%
3/2/01,,,1.0707,-0.52%,9.18%,,,0.6791,-1.16%,10.41%,,,46.59,0.00%,6.84%,,,87,0.00%,19.11%
3/5/01,,,1.0765,0.54%,9.72%,,,0.6809,0.27%,10.68%,,,46.57,-0.04%,6.80%,,,87,0.00%,19.11%
3/6/01,,,1.0738,-0.25%,9.47%,,,0.6824,0.22%,10.90%,,,46.53,-0.09%,6.71%,,,85.1,-2.18%,16.93%
3/7/01,,,1.0783,0.42%,9.89%,,,0.6844,0.29%,11.19%,,,46.57,0.09%,6.80%,,,85.3,0.24%,17.16%
3/8/01,,,1.0775,-0.07%,9.81%,,,0.6818,-0.38%,10.81%,,,46.56,-0.02%,6.78%,,,85.4,0.12%,17.28%
3/9/01,,,1.0735,-0.37%,9.44%,,,0.6814,-0.06%,10.75%,,,46.55,-0.02%,6.75%,,,84.4,-1.17%,16.11%
3/12/01,,,1.0753,0.17%,9.61%,,,0.6817,0.04%,10.79%,,,46.57,0.04%,6.80%,,,84.5,0.12%,16.22%
3/13/01,,,1.0931,1.66%,11.26%,,,0.689,1.07%,11.87%,,,46.7,0.28%,7.08%,,,84.6,0.12%,16.34%
3/14/01,,,1.0949,0.16%,11.43%,,,0.6898,0.12%,11.98%,,,46.69,-0.02%,7.06%,,,85.1,0.59%,16.93%
3/15/01,,,1.1055,0.97%,12.40%,,,0.6927,0.42%,12.40%,,,46.66,-0.06%,6.99%,,,85.5,0.47%,17.40%
3/16/01,,,1.1199,1.30%,13.70%,,,0.701,1.20%,13.60%,,,46.69,0.06%,7.06%,,,85.5,0.00%,17.40%
3/19/01,,,1.113,-0.62%,13.08%,,,0.7024,0.20%,13.80%,,,46.72,0.06%,7.12%,,,85.55,0.06%,17.46%
3/20/01,,,1.1045,-0.76%,12.32%,,,0.7,-0.34%,13.46%,,,46.71,-0.02%,7.10%,,,85.55,0.00%,17.46%
3/21/01,,,1.1148,0.93%,13.25%,,,0.6988,-0.17%,13.29%,,,46.71,0.00%,7.10%,,,85.75,0.23%,17.70%
3/22/01,,,1.126,1.00%,14.26%,,,0.7031,0.62%,13.90%,,,46.74,0.06%,7.16%,,,85.75,0.00%,17.70%
3/23/01,,,1.1203,-0.51%,13.75%,,,0.6997,-0.48%,13.42%,,,46.72,-0.04%,7.12%,,,85.6,-0.17%,17.52%
3/26/01,,,1.1167,-0.32%,13.43%,,,0.6971,-0.37%,13.05%,,,46.69,-0.06%,7.06%,,,85.7,0.12%,17.64%
3/27/01,,,1.1223,0.50%,13.93%,,,0.6998,0.39%,13.43%,,,46.65,-0.09%,6.97%,,,86.1,0.47%,18.11%
3/28/01,,,1.1259,0.32%,14.25%,,,0.6968,-0.43%,13.01%,,,46.65,0.00%,6.97%,,,86.45,0.41%,18.51%
3/29/01,,,1.1355,0.85%,15.10%,,,0.6992,0.34%,13.35%,,,46.66,0.02%,6.99%,,,86.6,0.17%,18.69%
3/30/01,,,1.1371,0.14%,15.24%,,,0.7047,0.79%,14.14%,,,46.85,0.41%,7.40%,,,86.6,0.00%,18.69%
4/2/01,,,1.1333,-0.33%,14.91%,,,0.7042,-0.07%,14.07%,,,46.65,-0.43%,6.97%,,,86.6,0.00%,18.69%
4/3/01,,,1.1198,-1.19%,13.72%,,,0.6991,-0.72%,13.34%,,,46.67,0.04%,7.01%,,,87.5,1.04%,19.72%
4/4/01,,,1.1095,-0.92%,12.80%,,,0.6969,-0.31%,13.03%,,,46.6,-0.15%,6.86%,,,88.1,0.69%,20.41%
4/5/01,,,1.1141,0.41%,13.21%,,,0.701,0.59%,13.61%,,,46.64,0.09%,6.95%,,,88.1,0.00%,20.41%
4/6/01,,,1.1109,-0.29%,12.93%,,,0.6953,-0.81%,12.80%,,,46.58,-0.13%,6.82%,,,88.1,0.00%,20.41%
4/9/01,,,1.1094,-0.14%,12.79%,,,0.6911,-0.60%,12.20%,,,46.58,0.00%,6.82%,,,88,-0.11%,20.30%
4/10/01,,,1.1256,1.46%,14.25%,,,0.6964,0.77%,12.96%,,,46.6,0.04%,6.86%,,,87.6,-0.45%,19.84%
4/11/01,,,1.1292,0.32%,14.57%,,,0.6974,0.14%,13.11%,,,46.75,0.32%,7.19%,,,88,0.46%,20.30%
4/12/01,,,1.1208,-0.74%,13.83%,,,0.6949,-0.36%,12.75%,,,46.75,0.00%,7.19%,,,87.75,-0.28%,20.01%
4/13/01,,,1.1251,0.38%,14.21%,,,0.6967,0.26%,13.01%,,,46.89,0.30%,7.49%,,,87.76,0.01%,20.03%
4/16/01,,,1.1284,0.29%,14.50%,,,0.6964,-0.04%,12.97%,,,47.07,0.38%,7.87%,,,87.3,-0.52%,19.50%
4/17/01,,,1.1346,0.55%,15.05%,,,0.6999,0.50%,13.47%,,,46.95,-0.26%,7.61%,,,87.5,0.23%,19.73%
4/18/01,,,1.1343,-0.03%,15.03%,,,0.7014,0.21%,13.68%,,,46.95,0.00%,7.61%,,,87.7,0.23%,19.96%
4/19/01,,,1.1225,-1.04%,13.99%,,,0.6961,-0.76%,12.93%,,,46.88,-0.15%,7.47%,,,87.8,0.11%,20.07%
4/20/01,,,1.1072,-1.36%,12.62%,,,0.6931,-0.43%,12.50%,,,46.88,0.00%,7.47%,,,88.2,0.46%,20.53%
4/23/01,,,1.1161,0.80%,13.43%,,,0.6956,0.36%,12.86%,,,46.82,-0.13%,7.34%,,,88.4,0.23%,20.76%
4/24/01,,,1.1178,0.15%,13.58%,,,0.6961,0.07%,12.93%,,,46.88,0.13%,7.47%,,,88.9,0.57%,21.32%
4/25/01,,,1.1146,-0.29%,13.29%,,,0.6946,-0.22%,12.71%,,,46.88,0.00%,7.47%,,,88.9,0.00%,21.32%
4/26/01,,,1.1098,-0.43%,12.86%,,,0.6955,0.13%,12.84%,,,46.78,-0.21%,7.25%,,,89.4,0.56%,21.88%
4/27/01,,,1.1206,0.97%,13.84%,,,0.6963,0.12%,12.96%,,,46.88,0.21%,7.47%,,,90,0.67%,22.56%
4/30/01,,,1.1269,0.56%,14.40%,,,0.699,0.39%,13.35%,,,46.88,0.00%,7.47%,,,90.7,0.78%,23.33%
5/1/01,,,1.1189,-0.71%,13.69%,,,0.6974,-0.23%,13.12%,,,46.87,-0.02%,7.44%,,,90.7,0.00%,23.33%
5/2/01,,,1.1204,0.13%,13.82%,,,0.6971,-0.04%,13.07%,,,46.87,0.00%,7.44%,,,93,2.54%,25.87%
5/3/01,,,1.1247,0.38%,14.21%,,,0.6982,0.16%,13.23%,,,46.87,0.00%,7.44%,,,92.9,-0.11%,25.76%
5/4/01,,,1.1193,-0.48%,13.73%,,,0.6963,-0.27%,12.96%,,,46.87,0.00%,7.44%,,,90.6,-2.48%,23.29%
5/7/01,,,1.1216,0.21%,13.93%,,,0.6944,-0.27%,12.69%,,,46.84,-0.06%,7.38%,,,90.45,-0.17%,23.12%
5/8/01,,,1.1302,0.77%,14.70%,,,0.6986,0.60%,13.29%,,,46.83,-0.02%,7.36%,,,90.45,0.00%,23.12%
5/9/01,,,1.1306,0.04%,14.73%,,,0.7038,0.74%,14.04%,,,46.85,0.04%,7.40%,,,90,-0.50%,22.62%
5/10/01,,,1.1374,0.60%,15.34%,,,0.7049,0.16%,14.19%,,,46.88,0.06%,7.47%,,,89.95,-0.06%,22.57%
5/11/01,,,1.1417,0.38%,15.71%,,,0.7054,0.07%,14.26%,,,46.85,-0.06%,7.40%,,,89.95,0.00%,22.57%
5/14/01,,,1.1431,0.12%,15.84%,,,0.7054,0.00%,14.26%,,,47,0.32%,7.72%,,,90.05,0.11%,22.68%
5/15/01,,,1.1379,-0.45%,15.38%,,,0.7024,-0.43%,13.84%,,,47.03,0.06%,7.79%,,,90.45,0.44%,23.12%
5/16/01,,,1.131,-0.61%,14.77%,,,0.6996,-0.40%,13.44%,,,46.97,-0.13%,7.66%,,,90.45,0.00%,23.12%
5/17/01,,,1.1328,0.16%,14.93%,,,0.6988,-0.11%,13.32%,,,46.99,0.04%,7.70%,,,90.6,0.17%,23.29%
5/18/01,,,1.1397,0.61%,15.54%,,,0.6977,-0.16%,13.17%,,,46.98,-0.02%,7.68%,,,90.65,0.06%,23.34%
5/21/01,,,1.1413,0.14%,15.68%,,,0.6954,-0.33%,12.84%,,,47,0.04%,7.72%,,,90.65,0.00%,23.34%
5/22/01,,,1.1551,1.21%,16.89%,,,0.7004,0.72%,13.56%,,,47.06,0.13%,7.85%,,,90.65,0.00%,23.34%
5/23/01,,,1.1631,0.69%,17.59%,,,0.702,0.23%,13.78%,,,47.02,-0.09%,7.77%,,,90.65,0.00%,23.34%
5/24/01,,,1.1669,0.33%,17.91%,,,0.7091,1.01%,14.80%,,,47.02,0.00%,7.77%,,,90.85,0.22%,23.56%
5/25/01,,,1.1659,-0.09%,17.83%,,,0.7039,-0.73%,14.06%,,,47.02,0.00%,7.77%,,,90.95,0.11%,23.67%
5/29/01,,,1.17,0.35%,18.18%,,,0.7049,0.14%,14.20%,,,47.02,0.00%,7.77%,,,91.35,0.44%,24.11%
5/30/01,,,1.166,-0.34%,17.84%,,,0.7017,-0.45%,13.75%,,,47,-0.04%,7.72%,,,91.35,0.00%,24.11%
5/31/01,,,1.1827,1.43%,19.27%,,,0.7055,0.54%,14.29%,,,47,0.00%,7.72%,,,92,0.71%,24.83%
6/1/01,,,1.1832,0.04%,19.31%,,,0.7062,0.10%,14.39%,,,47.05,0.11%,7.83%,,,91.35,-0.71%,24.12%
6/4/01,,,1.1836,0.03%,19.34%,,,0.7081,0.27%,14.66%,,,47.06,0.02%,7.85%,,,90.45,-0.99%,23.13%
6/5/01,,,1.1759,-0.65%,18.69%,,,0.7086,0.07%,14.73%,,,47,-0.13%,7.72%,,,90.5,0.06%,23.19%
6/6/01,,,1.1832,0.62%,19.31%,,,0.7191,1.48%,16.21%,,,47.03,0.06%,7.79%,,,89.95,-0.61%,22.58%
6/7/01,,,1.1756,-0.64%,18.67%,,,0.7194,0.04%,16.25%,,,47,-0.06%,7.72%,,,89.9,-0.06%,22.53%
6/8/01,,,1.1758,0.02%,18.69%,,,0.7237,0.60%,16.85%,,,47.03,0.06%,7.79%,,,89.9,0.00%,22.53%
6/11/01,,,1.1869,0.94%,19.63%,,,0.7283,0.64%,17.49%,,,47.04,0.02%,7.81%,,,90.05,0.17%,22.69%
6/12/01,,,1.1794,-0.63%,19.00%,,,0.7256,-0.37%,17.12%,,,47.08,0.09%,7.89%,,,90,-0.06%,22.64%
6/13/01,,,1.1715,-0.67%,18.33%,,,0.719,-0.91%,16.21%,,,47.09,0.02%,7.91%,,,90.1,0.11%,22.75%
6/14/01,,,1.1631,-0.72%,17.61%,,,0.714,-0.70%,15.51%,,,47,-0.19%,7.72%,,,90.5,0.44%,23.19%
6/15/01,,,1.159,-0.35%,17.26%,,,0.7114,-0.36%,15.15%,,,47.05,0.11%,7.83%,,,90.1,-0.44%,22.75%
6/18/01,,,1.1614,0.21%,17.47%,,,0.7126,0.17%,15.32%,,,47.02,-0.06%,7.77%,,,90.1,0.00%,22.75%
6/19/01,,,1.1685,0.61%,18.08%,,,0.7139,0.18%,15.50%,,,47.02,0.00%,7.77%,,,90.1,0.00%,22.75%
6/20/01,,,1.1756,0.61%,18.69%,,,0.7167,0.39%,15.89%,,,47.01,-0.02%,7.74%,,,90.1,0.00%,22.75%
6/21/01,,,1.1704,-0.44%,18.25%,,,0.7059,-1.51%,14.38%,,,47.05,0.09%,7.83%,,,90.65,0.61%,23.36%
6/22/01,,,1.1669,-0.30%,17.95%,,,0.7072,0.18%,14.57%,,,47.04,-0.02%,7.81%,,,90.6,-0.06%,23.31%
6/25/01,,,1.1613,-0.48%,17.47%,,,0.7077,0.07%,14.64%,,,47.06,0.04%,7.85%,,,90.6,0.00%,23.31%
6/26/01,,,1.1597,-0.14%,17.33%,,,0.7065,-0.17%,14.47%,,,47.07,0.02%,7.87%,,,90.65,0.06%,23.36%
6/27/01,,,1.16,0.03%,17.35%,,,0.7047,-0.25%,14.22%,,,47.04,-0.06%,7.81%,,,90.65,0.00%,23.36%
6/28/01,,,1.1806,1.78%,19.13%,,,0.7107,0.85%,15.07%,,,47.06,0.04%,7.85%,,,90.75,0.11%,23.47%
6/29/01,,,1.1801,-0.04%,19.09%,,,0.7104,-0.04%,15.02%,,,47.09,0.06%,7.91%,,,90.8,0.06%,23.53%
7/2/01,,,1.1827,0.22%,19.31%,,,0.7058,-0.65%,14.38%,,,47.18,0.19%,8.11%,,,90.95,0.17%,23.69%
7/3/01,,,1.1797,-0.25%,19.06%,,,0.7113,0.78%,15.16%,,,47.17,-0.02%,8.08%,,,90.75,-0.22%,23.47%
